Cohort,PrawnID,GAV,Age,Class,FamID,IntFamID
201604,RC9_231_PL,8.21,larval,offspring,B1_026,3
201604,RC9_215_PL,8.42,larval,offspring,B1_026,3
201604,201604BR192,3.18,broodstock,father,B1_011,4
201604,201604BR059,3.51,broodstock,mother,B1_011,4
201604,243_01_E8G,3.85,pond,offspring,B1_011,4
201604,244_01_H11G,3.92,pond,offspring,B1_011,4
201602,244_01_H8G,5,pond,offspring,B1_011,4
201604,243_01_H3G,6.52,pond,offspring,B1_011,4
201604,RC9_210_PL,6.63,larval,offspring,B1_011,4
201604,RC8_551_PL,6.84,larval,offspring,B1_011,4
201604,RC8_133_PL,7.26,larval,offspring,B1_011,4
201604,RC9_221_PL,7.31,larval,offspring,B1_011,4
201604,RC9_143_PL,7.36,larval,offspring,B1_011,4
201604,RC8_109_PL,7.47,larval,offspring,B1_011,4
201604,RC8_532_PL,7.48,larval,offspring,B1_011,4
201604,RC8_164_PL,7.5,larval,offspring,B1_011,4
201604,RC9_137_PL,7.56,larval,offspring,B1_011,4
201604,RC9_216_PL,7.65,larval,offspring,B1_011,4
201604,RC9_198_PL,7.71,larval,offspring,B1_011,4
201604,RC8_493_PL,7.72,larval,offspring,B1_011,4
201604,RC9_219_PL,7.79,larval,offspring,B1_011,4
201604,RC8_174_PL,7.81,larval,offspring,B1_011,4
201604,RC9_261_PL,7.91,larval,offspring,B1_011,4
201604,RC9_141_PL,7.93,larval,offspring,B1_011,4
201604,201604BR431,0,broodstock,mother,B1_030,5
201604,201604BR289,5.5,broodstock,father,B1_030,5
201604,RC9_145_PL,6.94,larval,offspring,B1_030,5
201604,RC9_209_PL,6.97,larval,offspring,B1_030,5
201604,RC9_234_PL,7.01,larval,offspring,B1_030,5
201604,RC9_178_PL,7.08,larval,offspring,B1_030,5
201604,RC9_147_PL,7.08,larval,offspring,B1_030,5
201604,RC9_176_PL,7.19,larval,offspring,B1_030,5
201604,RC9_279_PL,7.37,larval,offspring,B1_030,5
201604,RC9_123_PL,7.63,larval,offspring,B1_030,5
201604,RC9_161_PL,7.67,larval,offspring,B1_030,5
201604,RC9_224_PL,7.67,larval,offspring,B1_030,5
201604,RC9_235_PL,7.75,larval,offspring,B1_030,5
201604,RC9_169_PL,9.44,larval,offspring,B1_030,5
201602,244_01_E10G,0,pond,offspring,B1_004,6
201604,243_01_D5G,0,pond,offspring,B1_004,6
201604,243_01_D7G,0,pond,offspring,B1_004,6
201602,201604BR020,3.51,broodstock,mother,B1_004,6
201602,244_01_E7G,3.71,pond,offspring,B1_004,6
201602,244_01_G7G,3.72,pond,offspring,B1_004,6
201604,201604BR199,3.82,broodstock,father,B1_004,6
201602,244_01_B9G,3.93,pond,offspring,B1_004,6
201602,RC8_531_PL,4.01,larval,offspring,B1_004,6
201602,RC8_131_PL,4.2,larval,offspring,B1_004,6
201602,RC8_534_PL,4.75,larval,offspring,B1_004,6
201602,RC8_114_PL,5.26,larval,offspring,B1_004,6
201602,RC8_521_PL,6.45,larval,offspring,B1_004,6
201602,RC9_262_PL,6.61,larval,offspring,B1_004,6
201604,RC9_144_PL,6.72,larval,offspring,B1_004,6
201602,RC8_477_PL,6.94,larval,offspring,B1_004,6
201602,RC8_099_PL,7.15,larval,offspring,B1_004,6
201602,RC9_232_PL,7.38,larval,offspring,B1_004,6
201604,RC9_258_PL,7.43,larval,offspring,B1_004,6
201604,201604BR239,0,broodstock,father,B1_021,7
201604,201604BR103,3.41,broodstock,mother,B1_021,7
201604,243_01_C6G,3.92,pond,offspring,B1_021,7
201604,243_01_G11G,4.21,pond,offspring,B1_021,7
201604,RC8_130_PL,6.88,larval,offspring,B1_021,7
201604,RC9_199_PL,7.04,larval,offspring,B1_021,7
201602,RC8_524_PL,7.09,larval,offspring,B1_021,7
201602,RC9_264_PL,7.22,larval,offspring,B1_021,7
201604,RC9_175_PL,7.25,larval,offspring,B1_021,7
201602,RC9_256_PL,7.36,larval,offspring,B1_021,7
201604,RC8_526_PL,7.38,larval,offspring,B1_021,7
201604,RC9_252_PL,7.39,larval,offspring,B1_021,7
201602,RC9_250_PL,7.41,larval,offspring,B1_021,7
201604,RC9_120_PL,7.54,larval,offspring,B1_021,7
201604,201604BR084,3.05,broodstock,mother,B1_019,8
201604,201604BR145,3.08,broodstock,father,B1_019,8
201604,243_01_C9G,3.77,pond,offspring,B1_019,8
201604,243_01_H5G,4.21,pond,offspring,B1_019,8
201604,243_01_D9G,4.7,pond,offspring,B1_019,8
201604,244_01_A12G,4.77,pond,offspring,B1_019,8
201604,RC8_106_PL,6.03,larval,offspring,B1_019,8
201604,RC8_550_PL,6.42,larval,offspring,B1_019,8
201604,RC8_489_PL,6.93,larval,offspring,B1_019,8
201604,RC8_187_PL,7.13,larval,offspring,B1_019,8
201604,RC8_556_PL,7.15,larval,offspring,B1_019,8
201604,RC8_120_PL,7.19,larval,offspring,B1_019,8
201604,RC8_476_PL,7.21,larval,offspring,B1_019,8
201604,RC8_501_PL,7.24,larval,offspring,B1_019,8
201604,RC8_145_PL,7.43,larval,offspring,B1_019,8
201604,RC8_177_PL,7.59,larval,offspring,B1_019,8
201604,201604BR021,3.01,broodstock,mother,B1_006,9
201604,244_01_B8G,3.67,pond,offspring,B1_006,9
201604,201604BR158,4.56,broodstock,father,B1_006,9
201604,RC9_153_PL,6.26,larval,offspring,B1_006,9
201604,RC9_282_PL,6.68,larval,offspring,B1_006,9
201604,RC9_278_PL,6.82,larval,offspring,B1_006,9
201604,RC8_517_PL,6.96,larval,offspring,B1_006,9
201604,RC9_227_PL,7.18,larval,offspring,B1_006,9
201602,RC9_269_PL,7.22,larval,offspring,B1_006,9
201604,RC9_179_PL,7.24,larval,offspring,B1_006,9
201602,RC9_222_PL,7.26,larval,offspring,B1_006,9
201602,201604BR020,3.51,broodstock,mother,B1_005,10
201604,RC9_272_PL,4.1,larval,offspring,B1_005,10
201604,RC9_194_PL,5.15,larval,offspring,B1_005,10
201604,RC9_207_PL,6.7,larval,offspring,B1_005,10
201604,RC9_189_PL,7.1,larval,offspring,B1_005,10
201602,RC9_245_PL,7.14,larval,offspring,B1_005,10
201604,RC9_273_PL,7.21,larval,offspring,B1_005,10
201602,RC9_281_PL,7.52,larval,offspring,B1_005,10
201604,RC9_195_PL,7.59,larval,offspring,B1_005,10
201604,201604BR271,NA,broodstock,father,B1_005,10
201604,201604BR479,3.47,broodstock,mother,B1_036,11
201604,243_01_B10G,4,pond,offspring,B1_036,11
201604,201604BR347,5.14,broodstock,father,B1_036,11
201604,243_01_B12G,6.09,pond,offspring,B1_036,11
201604,RC9_154_PL,6.51,larval,offspring,B1_036,11
201604,RC9_267_PL,6.93,larval,offspring,B1_036,11
201602,RC9_275_PL,6.98,larval,offspring,B1_036,11
201604,RC9_276_PL,7.07,larval,offspring,B1_036,11
201604,243_01_G9G,7.21,pond,offspring,B1_036,11
201604,RC9_171_PL,7.35,larval,offspring,B1_036,11
201604,RC9_265_PL,7.51,larval,offspring,B1_036,11
201604,RC8_143_PL,7.73,larval,offspring,B1_036,11
201604,244_01_B10G,0,pond,offspring,B1_015,12
201604,244_01_G9G,0,pond,offspring,B1_015,12
201604,244_01_C10G,3.34,pond,offspring,B1_015,12
201604,201604BR072,3.42,broodstock,mother,B1_015,12
201604,201604BR195,3.69,broodstock,father,B1_015,12
201604,RC9_105_PL,3.86,larval,offspring,B1_015,12
201604,RC9_158_PL,4.89,larval,offspring,B1_015,12
201604,244_01_H9G,5.12,pond,offspring,B1_015,12
201604,RC8_158_PL,5.15,larval,offspring,B1_015,12
201604,RC8_481_PL,5.67,larval,offspring,B1_015,12
201604,RC9_238_PL,6.47,larval,offspring,B1_015,12
201604,RC8_496_PL,6.69,larval,offspring,B1_015,12
201604,201604BR458,1.31,broodstock,mother,B1_034,13
201604,243_01_F11G,3.9,pond,offspring,B1_034,13
201604,201604BR282,4.73,broodstock,father,B1_034,13
201604,RC8_499_PL,6.44,larval,offspring,B1_034,13
201604,RC8_180_PL,6.76,larval,offspring,B1_034,13
201604,244_01_C12G,7.02,pond,offspring,B1_034,13
201604,RC8_103_PL,7.12,larval,offspring,B1_034,13
201604,RC8_545_PL,7.23,larval,offspring,B1_034,13
201604,RC8_153_PL,7.6,larval,offspring,B1_034,13
201604,201604BR054,3.26,broodstock,mother,B1_010,14
201604,201604BR160,3.52,broodstock,father,B1_010,14
201604,RC8_530_PL,3.9,larval,offspring,B1_010,14
201604,RC8_533_PL,5.78,larval,offspring,B1_010,14
201604,RC8_123_PL,6.81,larval,offspring,B1_010,14
201604,RC8_135_PL,7.34,larval,offspring,B1_010,14
201604,201604BR014,3.49,broodstock,mother,B1_003,15
201604,201604BR160,3.52,broodstock,father,B1_003,15
201604,243_01_C12G,4.56,pond,offspring,B1_003,15
201604,244_01_D7G,5.66,pond,offspring,B1_003,15
201604,RC8_563_PL,6.38,larval,offspring,B1_003,15
201602,RC8_512_PL,6.9,larval,offspring,B1_003,15
201604,RC8_178_PL,7.26,larval,offspring,B1_003,15
201602,RC8_542_PL,7.83,larval,offspring,B1_003,15
201604,244_01_B12G,0,pond,offspring,B1_025,16
201604,201604BR399,3.9,broodstock,mother,B1_025,16
201604,244_01_A7G,4.62,pond,offspring,B1_025,16
201604,201604BR282,4.73,broodstock,father,B1_025,16
201604,RC8_162_PL,7.36,larval,offspring,B1_025,16
201604,RC8_105_PL,7.56,larval,offspring,B1_025,16
201604,RC8_100_PL,7.95,larval,offspring,B1_025,16
201604,RC8_519_PL,8,larval,offspring,B1_025,16
201602,243_01_A9G,0,pond,offspring,B1_008,17
201602,244_01_A10G,0,pond,offspring,B1_008,17
201602,243_01_C5G,3.2,pond,offspring,B1_008,17
201602,244_01_G11G,3.31,pond,offspring,B1_008,17
201604,244_01_B11G,3.32,pond,offspring,B1_008,17
201602,243_01_B9G,3.5,pond,offspring,B1_008,17
201602,201604BR199,3.82,broodstock,father,B1_008,17
201602,243_01_D3G,3.84,pond,offspring,B1_008,17
201604,201604BR047,3.95,broodstock,mother,B1_008,17
201604,243_01_H7G,4.8,pond,offspring,B1_008,17
201602,RC8_121_PL,7.21,larval,offspring,B1_008,17
201602,244_01_H7G,7.9,pond,offspring,B1_008,17
201604,RC9_112_PL,8.15,larval,offspring,B1_008,17
201604,RC8_525_PL,9.06,larval,offspring,B1_008,17
201604,243_01_H8G,0,pond,offspring,B1_016,18
201604,201604BR157,3.34,broodstock,father,B1_016,18
201604,243_01_E6G,3.48,pond,offspring,B1_016,18
201602,243_01_D12G,3.82,pond,offspring,B1_016,18
201604,201604BR074,4.09,broodstock,mother,B1_016,18
201604,243_01_D11G,4.11,pond,offspring,B1_016,18
201604,RC8_540_PL,4.44,larval,offspring,B1_016,18
201604,RC9_142_PL,4.84,larval,offspring,B1_016,18
201604,RC9_211_PL,7.79,larval,offspring,B1_016,18
201604,243_01_B8G,0,pond,offspring,B1_037,19
201604,201604BR515,1.58,broodstock,mother,B1_037,19
201604,244_01_B7G,3.98,pond,offspring,B1_037,19
201604,201604BR385,4.41,broodstock,father,B1_037,19
201604,RC8_125_PL,6.33,larval,offspring,B1_037,19
201604,RC8_102_PL,6.59,larval,offspring,B1_037,19
201604,RC8_167_PL,7.24,larval,offspring,B1_037,19
201604,201604BR204,4.05,broodstock,father,B1_027,20
201604,201604BR414,4.18,broodstock,mother,B1_027,20
201604,RC8_539_PL,6.98,larval,offspring,B1_027,20
201604,RC8_122_PL,7.11,larval,offspring,B1_027,20
201604,RC8_112_PL,7.42,larval,offspring,B1_027,20
201604,201604BR116,0,broodstock,mother,B1_023,21
201604,244_01_E12G,0,pond,offspring,B1_023,21
201604,201604BR146,5.77,broodstock,father,B1_023,21
201604,RC8_511_PL,6.9,larval,offspring,B1_023,21
201604,RC8_118_PL,7.22,larval,offspring,B1_023,21
201602,201604_135_001_B10_G,0,pond,offspring,B2_014,22
201604,201604_135_001_B5_G,0,pond,offspring,B2_014,22
201604,201604_135_001_C4_G,0,pond,offspring,B2_014,22
201604,201604_135_001_E4_G,0,pond,offspring,B2_014,22
201604,201604_135_001_E9_G,0,pond,offspring,B2_014,22
201604,201604_135_001_G9_G,0,pond,offspring,B2_014,22
201604,201604_136_001_A2_G,0,pond,offspring,B2_014,22
201604,201604_136_001_E3_G,0,pond,offspring,B2_014,22
201604,201604_136_001_G1_G,0,pond,offspring,B2_014,22
201604,201604_136_001_G4_G,0,pond,offspring,B2_014,22
201604,201604_136_001_G7_G,0,pond,offspring,B2_014,22
201604,201604_136_001_H2_G,0,pond,offspring,B2_014,22
201604,201604_135_001_F3_G,2.75,pond,offspring,B2_014,22
201604,201604_135_001_C10_G,2.84,pond,offspring,B2_014,22
201604,201604_136_001_G2_G,3,pond,offspring,B2_014,22
201604,201604_136_001_C10_G,3.1,pond,offspring,B2_014,22
201604,201604_136_001_F11_G,3.39,pond,offspring,B2_014,22
201604,201604_135_001_A2_G,3.47,pond,offspring,B2_014,22
201602,201604_135_001_B11_G,3.48,pond,offspring,B2_014,22
201602,201604_136_001_D10_G,3.58,pond,offspring,B2_014,22
201602,201604_135_001_A1_G,3.66,pond,offspring,B2_014,22
201602,201604BR326,4.07,broodstock,father,B2_014,22
201604,201604BR520,4.15,broodstock,mother,B2_014,22
201604,201604_136_001_B11_G,4.18,pond,offspring,B2_014,22
201604,201604_136_001_E9_G,4.19,pond,offspring,B2_014,22
201604,201604_135_001_G7_G,4.85,pond,offspring,B2_014,22
201602,201604_135_001_E6_G,5.87,pond,offspring,B2_014,22
201602,201604_136_001_G9_G,6.98,pond,offspring,B2_014,22
201602,201602_141_001_D9_G,0,pond,offspring,B3_012,23
201602,201602_141_001_F3_G,0,pond,offspring,B3_012,23
201602,201602_142_005_C5_G,0,pond,offspring,B3_012,23
201602,201602_142_005_F11_G,0,pond,offspring,B3_012,23
201602,201602BR060,1.51,broodstock,mother,B3_012,23
201602,201602BR088,2.31,broodstock,father,B3_012,23
201602,201602_142_005_A10_G,3.74,pond,offspring,B3_012,23
201604,201604_135_001_D7_G,0,pond,offspring,B2_010,24
201604,201604_135_001_F1_G,0,pond,offspring,B2_010,24
201604,201604_135_001_G5_G,0,pond,offspring,B2_010,24
201604,201604_136_001_D2_G,0,pond,offspring,B2_010,24
201604,201604_135_001_C9_G,2.98,pond,offspring,B2_010,24
201604,201604_135_001_H9_G,3.14,pond,offspring,B2_010,24
201604,201604BR231,3.15,broodstock,father,B2_010,24
201604,201604_135_001_E5_G,3.38,pond,offspring,B2_010,24
201604,201604_135_001_B7_G,3.38,pond,offspring,B2_010,24
201604,201604_136_001_H4_G,3.65,pond,offspring,B2_010,24
201604,201604BR094,3.71,broodstock,mother,B2_010,24
201604,201604_136_001_C7_G,3.74,pond,offspring,B2_010,24
201604,201604_135_001_E7_G,3.82,pond,offspring,B2_010,24
201604,201604_136_001_A8_G,3.93,pond,offspring,B2_010,24
201604,201604_135_001_G4_G,4.05,pond,offspring,B2_010,24
201604,201604_136_001_B1_G,4.25,pond,offspring,B2_010,24
201604,201604_135_001_H1_G,4.6,pond,offspring,B2_010,24
201604,201604_135_001_A3_G,4.61,pond,offspring,B2_010,24
201604,201604_136_001_F5_G,5,pond,offspring,B2_010,24
201604,201604_135_001_C1_G,5.23,pond,offspring,B2_010,24
201604,201604_136_001_B7_G,5.74,pond,offspring,B2_010,24
201604,201604_135_001_D8_G,6.38,pond,offspring,B2_010,24
201604,201604_136_001_G10_G,8.03,pond,offspring,B2_010,24
201604,201604_135_001_B3_G,0,pond,offspring,B2_017,25
201604,201604_136_001_H3_G,0,pond,offspring,B2_017,25
201604,201604BR537,2.04,broodstock,mother,B2_017,25
201604,201604BR365,3.55,broodstock,father,B2_017,25
201604,201604_136_001_A4_G,3.69,pond,offspring,B2_017,25
201604,201604_135_001_C6_G,3.8,pond,offspring,B2_017,25
201604,201604_135_001_A4_G,4.33,pond,offspring,B2_017,25
201604,201604_136_001_C6_G,4.7,pond,offspring,B2_017,25
201604,201604_135_001_G2_G,5.12,pond,offspring,B2_017,25
201604,201604_136_001_G3_G,5.36,pond,offspring,B2_017,25
201604,201604_135_001_F7_G,6.23,pond,offspring,B2_017,25
201604,201604_136_001_A11_G,6.98,pond,offspring,B2_017,25
201604,201604_135_001_F2_G,7.21,pond,offspring,B2_017,25
201602,201602_141_001_A10_G,0,pond,offspring,B3_013,26
201602,201602_141_001_B3_G,0,pond,offspring,B3_013,26
201602,201602_141_001_C5_G,0,pond,offspring,B3_013,26
201602,201602_142_005_B11_G,0,pond,offspring,B3_013,26
201602,201602_142_005_C6_G,0,pond,offspring,B3_013,26
201602,201602_142_005_D11_G,0,pond,offspring,B3_013,26
201602,201602_142_005_E10_G,0,pond,offspring,B3_013,26
201602,201602_142_005_E4_G,0,pond,offspring,B3_013,26
201602,201602_142_005_H7_G,0,pond,offspring,B3_013,26
201602,201602BR063,2.29,broodstock,mother,B3_013,26
201602,201602_141_001_D11_G,3.09,pond,offspring,B3_013,26
201602,201602_141_001_G11_G,3.14,pond,offspring,B3_013,26
201602,201602_141_001_A8_G,3.14,pond,offspring,B3_013,26
201602,201602BR121,NA,broodstock,father,B3_013,26
201604,201604BR102,0,broodstock,mother,B2_007,27
201604,201604_135_001_A10_G,0,pond,offspring,B2_007,27
201604,201604_136_001_E2_G,0,pond,offspring,B2_007,27
201604,201604_136_001_F1_G,0,pond,offspring,B2_007,27
201604,201604_136_001_H10_G,0,pond,offspring,B2_007,27
201604,201604_135_001_F9_G,2.74,pond,offspring,B2_007,27
201604,201604_135_001_A8_G,2.78,pond,offspring,B2_007,27
201604,201604_136_001_G6_G,3.11,pond,offspring,B2_007,27
201604,201604_136_001_B2_G,3.15,pond,offspring,B2_007,27
201604,201604_136_001_F7_G,3.19,pond,offspring,B2_007,27
201604,201604_135_001_E10_G,3.21,pond,offspring,B2_007,27
201604,201604_136_001_F3_G,3.25,pond,offspring,B2_007,27
201604,201604_136_001_G5_G,3.39,pond,offspring,B2_007,27
201604,201604_135_001_H10_G,3.49,pond,offspring,B2_007,27
201604,201604_135_001_H11_G,3.57,pond,offspring,B2_007,27
201604,201604_135_001_E3_G,3.58,pond,offspring,B2_007,27
201604,201604_135_001_G1_G,3.59,pond,offspring,B2_007,27
201604,201604_135_001_D1_G,4.72,pond,offspring,B2_007,27
201604,201604_135_001_E2_G,5.06,pond,offspring,B2_007,27
201604,201604_136_001_A6_G,5.95,pond,offspring,B2_007,27
201604,201604_136_001_B9_G,6.4,pond,offspring,B2_007,27
201604,201604_136_001_A1_G,6.45,pond,offspring,B2_007,27
201604,201604_135_001_B4_G,6.65,pond,offspring,B2_007,27
201604,201604_136_001_B8_G,6.96,pond,offspring,B2_007,27
201604,201604BR223,NA,broodstock,father,B2_007,27
201604,201602BR123,0,broodstock,mother,B3_020,28
201604,201602_141_001_C4_G,0,pond,offspring,B3_020,28
201604,201602_141_001_C6_G,0,pond,offspring,B3_020,28
201604,201602_141_001_D1_G,0,pond,offspring,B3_020,28
201604,201602_141_001_D8_G,0,pond,offspring,B3_020,28
201604,201602_141_001_E9_G,0,pond,offspring,B3_020,28
201604,201602_141_001_G9_G,0,pond,offspring,B3_020,28
201604,201602_141_001_H10_G,0,pond,offspring,B3_020,28
201604,201602_142_005_A2_G,0,pond,offspring,B3_020,28
201604,201602_142_005_D3_G,0,pond,offspring,B3_020,28
201604,201602_142_005_D6_G,0,pond,offspring,B3_020,28
201604,201602_142_005_E5_G,0,pond,offspring,B3_020,28
201604,201602_141_001_H7_G,2.99,pond,offspring,B3_020,28
201604,201602_141_001_E11_G,3.1,pond,offspring,B3_020,28
201604,201602_141_001_E2_G,3.16,pond,offspring,B3_020,28
201604,201602_142_005_G2_G,3.88,pond,offspring,B3_020,28
201604,201602_142_005_G1_G,5.3,pond,offspring,B3_020,28
201604,201602BR118,NA,broodstock,father,B3_020,28
201602,201604_136_001_E4_G,0,pond,offspring,B2_021,29
201602,201604_136_001_E7_G,3.62,pond,offspring,B2_021,29
201602,201604BR119,4,broodstock,mother,B2_021,29
201602,201604_135_001_A12_G,4.09,pond,offspring,B2_021,29
201602,201604_136_001_E12_G,5.09,pond,offspring,B2_021,29
201602,201604BR261,NA,broodstock,father,B2_021,29
201602,201602BR056,0,broodstock,mother,B3_011,30
201602,201602_141_001_A3_G,0,pond,offspring,B3_011,30
201602,201602_141_001_C1_G,0,pond,offspring,B3_011,30
201602,201602_141_001_E6_G,0,pond,offspring,B3_011,30
201602,201602_141_001_G10_G,0,pond,offspring,B3_011,30
201602,201602_142_005_A12_G,0,pond,offspring,B3_011,30
201602,201602_142_005_B2_G,0,pond,offspring,B3_011,30
201602,201602_142_005_B3_G,0,pond,offspring,B3_011,30
201602,201602_142_005_C12_G,0,pond,offspring,B3_011,30
201602,201602_142_005_D1_G,0,pond,offspring,B3_011,30
201602,201602_142_005_D12_G,0,pond,offspring,B3_011,30
201602,201602_142_005_F2_G,0,pond,offspring,B3_011,30
201602,201602_142_005_F3_G,0,pond,offspring,B3_011,30
201602,201602_142_005_F5_G,0,pond,offspring,B3_011,30
201602,201602_142_005_F6_G,0,pond,offspring,B3_011,30
201602,201602_142_005_G5_G,0,pond,offspring,B3_011,30
201602,201602_142_005_G6_G,0,pond,offspring,B3_011,30
201602,201602_142_005_H2_G,0,pond,offspring,B3_011,30
201602,201602_142_005_H4_G,0,pond,offspring,B3_011,30
201602,201602_142_005_H5_G,0,pond,offspring,B3_011,30
