PrawnID,GAV,Age,Class,FamID,IntFamID
G1T1701_156_001_H7_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_H3_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_G11_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_F5_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_E4_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_D3_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_B4_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_005_A7_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_004_G9_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_004_G4_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_004_F5_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_004_A2_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_003_H10_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_003_C9_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_002_H7_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_002_D4_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_150_001_G10_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_005_F5_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_005_C2_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_003_G5_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_003_D6_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_003_C12_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_002_C2_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_149_001_H11_G,0,Pond,Offspring,G1T1701_BR_166_MP__G1T1701_BR_263_MP,5
G1T1701_156_001_H1_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_156_001_B11_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_156_001_A8_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_152_001_H11_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_152_001_D5_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_152_001_B4_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_152_001_A9_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_005_E3_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_005_A11_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_004_H2_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_004_G8_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_004_D2_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_004_C1_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_004_A5_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_003_E3_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_003_C3_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_150_002_E8_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_005_E12_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_005_A1_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_003_F10_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_003_D11_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_002_F9_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_002_E11_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_002_A5_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_001_F1_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_001_D9_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_149_001_A3_G,0,Pond,Offspring,G1T1701_BR_053_GP__G1T1701_BR_006_P,6
G1T1701_156_001_G1_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_150_005_G11_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_150_005_E7_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_150_005_C6_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_150_003_G4_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_150_001_D7_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_005_F3_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_005_D7_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_005_D12_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_005_C8_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_003_D5_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_001_H1_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_001_G7_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_001_F7_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_001_F5_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_149_001_A1_G,0,Pond,Offspring,G1T1701_BR_139_MP__G1T1701_BR_042_P,7
G1T1701_BR_119_MP,0,broodstock,Mother,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_156_001_F3_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_156_001_E9_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_005_F5_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_005_D12_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_004_E5_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_004_C4_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_003_H2_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_002_H4_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_002_F8_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_002_E11_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_150_001_A1_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_149_001_A2_G,0,Pond,Offspring,G1T1701_BR_119_MP__G1T1701_BR_324_MP,8
G1T1701_156_001_D8_G,0,Pond,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,9
G1T1701_156_001_C6_G,0,Pond,Offspring,G1T1701_BR_067_GP__G1T1701_BR_037_P,9
